name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
Valvoline Instant Oil Change - Henley Enterprises,henleycompanies.com,https://www.linkedin.com/company/henley-vioc,Automotive,Privately Held,1001-5000,3878,1987,Newton Highlands,Massachusetts,United States,https://henleycompanies.com
Rough Country,roughcountry.com,https://www.linkedin.com/company/roughcountry,Automotive,Privately Held,501-1000,3870,1975,Dyersburg,Tennessee,United States,https://www.roughcountry.com
"Corvac Composites, LLC",corvaccomposites.com,https://www.linkedin.com/company/corvac-composites-llc,Motor Vehicle Manufacturing,Privately Held,501-1000,3866,-,Kentwood,Michigan,United States,https://www.corvaccomposites.com
Cummins Southern Plains,cummins-sp.com,https://www.linkedin.com/company/cummins-southern-plains,Motor Vehicle Manufacturing,Public Company,501-1000,3853,-,Arlington,Texas,United States,https://www.cummins-sp.com
Guelph Manufacturing Group Inc,guelphmanufacturing.com,https://www.linkedin.com/company/guelph-manufacturing-inc,Motor Vehicle Manufacturing,Privately Held,501-1000,3842,1965,Guelph,Ontario,Canada,https://www.guelphmanufacturing.com
Gillman Automotive Group,gillmanauto.com,https://www.linkedin.com/company/gillman-companies,Motor Vehicle Manufacturing,Privately Held,1001-5000,3836,1938,Houston,Texas,United States,https://gillmanauto.com
Brandeis Machinery & Supply Company,brandeismachinery.com,https://www.linkedin.com/company/brandeis-machinery-inc-,Agriculture; Construction; Mining Machinery Manufacturing,Privately Held,501-1000,3819,1908,Louisville,Kentucky,United States,https://www.brandeismachinery.com
Greenway Automotive,greenway.com,https://www.linkedin.com/company/greenway-automotive,Motor Vehicle Manufacturing,Privately Held,1001-5000,3815,1995,Orlando,Florida,United States,https://www.greenway.com
Luxit Group,luxitgroup.com,https://www.linkedin.com/company/luxit-group,Automotive,Privately Held,501-1000,3782,2021,Farmington Hills,Michigan,United States,https://www.luxitgroup.com
Liberty Spring Inc.,libertyspring.com,https://www.linkedin.com/company/libertyspring,Automotive,Self-Owned,501-1000,3774,1986,Montmagny,Québec,Canada,https://www.libertyspring.com
Awin Group Of Dealerships,awin.ca,https://www.linkedin.com/company/awingroup,Motor Vehicle Manufacturing,Privately Held,1001-5000,3751,1988,Thornhill,Ontario,Canada,https://www.awin.ca
Tg Minto Corporation,tgminto.com,https://www.linkedin.com/company/tg-minto-corporation,Automotive,Privately Held,501-1000,3738,2001,Palmerston,Ontario,Canada,https://www.tgminto.com
Reach Cooling Group,reachcooling.com,https://www.linkedin.com/company/reach-cooling-group,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,3737,1999,Hialeah,Florida,United States,https://www.reachcooling.com
Fisher Dynamics,fisherco.com,https://www.linkedin.com/company/fisher-dynamics,Motor Vehicle Manufacturing,Privately Held,1001-5000,3736,1947,St Clair Shores,Michigan,United States,https://www.fisherco.com/index.htm
Mr. Tire Auto Service Centers,mrtire.com,https://www.linkedin.com/company/mr--tire-auto-service-centers,Motor Vehicle Manufacturing,Public Company,5001-10000,3695,1957,Rochester,New York,United States,https://www.mrtire.com
Peterson Spring,pspring.com,https://www.linkedin.com/company/peterson-spring,Automotive,Privately Held,501-1000,3692,1914,Southfield,Michigan,United States,https://www.pspring.com
Grakon,grakon.com,https://www.linkedin.com/company/grakon,Motor Vehicle Manufacturing,Public Company,1001-5000,3691,1978,Des Moines,Washington,United States,https://www.grakon.com
Sampa Usa Heavy Duty,sampa.com,https://www.linkedin.com/company/sampa-usa-llc,Automotive,Privately Held,1001-5000,3680,-,Frisco,Texas,United States,https://www.sampa.com
CollisionRight,collisionright.com,https://www.linkedin.com/company/collisionright,Motor Vehicle Manufacturing,Privately Held,1001-5000,3680,2020,Columbus,Ohio,United States,https://collisionright.com
BMW Dealer Careers,bmwdealercareers.com,https://www.linkedin.com/company/bmw-dealer-careers,Motor Vehicle Manufacturing,Public Company,10001+,3668,-,Woodcliff Lake,New Jersey,United States,https://www.bmwdealercareers.com
Rallye Motor Company,rallye.com,https://www.linkedin.com/company/rallye-auto-group,Motor Vehicle Manufacturing,Privately Held,501-1000,3663,1958,Roslyn,New York,United States,https://www.rallye.com
Usui International Corporation,usuiusa.com,https://www.linkedin.com/company/usui-international-corporation,Motor Vehicle Manufacturing,Privately Held,501-1000,3649,1993,Plymouth,Michigan,United States,https://usuiusa.com
Hennessy Automobile Companies,hennessyautocareers.com,https://www.linkedin.com/company/hennessy-automobile-companies,Automotive,Privately Held,1001-5000,3649,1964,Atlanta,Georgia,United States,https://www.hennessyautocareers.com
"TrailersPlus, a Division of Interstate Group",trailersplus.com,https://www.linkedin.com/company/trailersplus-a-division-of-interstate-group,Motor Vehicle Manufacturing,Privately Held,501-1000,3639,1995,Nampa,Idaho,United States,https://www.trailersplus.com/careers
Hope Global,hopeglobal.com,https://www.linkedin.com/company/hope-global,Motor Vehicle Manufacturing,Privately Held,501-1000,3635,1883,Cumberland,Rhode Island,United States,https://www.hopeglobal.com
Inoac Exterior Systems Inc,inoacusa.com,https://www.linkedin.com/company/inoac-exterior-systems-inc,Motor Vehicle Manufacturing,Privately Held,1001-5000,3620,-,Toronto,-,Canada,-
"Toyota Boshoku Canada, Inc.",tbca.ca,https://www.linkedin.com/company/toyota-boshoku-canada,Motor Vehicle Manufacturing,Privately Held,10001+,3605,1918,Woodstock,Ontario,Canada,https://tbca.ca
Kot Auto Group,kotautogroup.com,https://www.linkedin.com/company/kot-auto-group,Motor Vehicle Manufacturing,Privately Held,501-1000,3604,2012,Kelowna,British Columbia,Canada,https://www.kotautogroup.com
Freightliner Custom Chassis Corporation,freightlinerchassis.com,https://www.linkedin.com/company/drivefccc,Motor Vehicle Manufacturing,Public Company,501-1000,3601,1995,Gaffney,South Carolina,United States,https://freightlinerchassis.com
Garber Automotive Group,garberauto.com,https://www.linkedin.com/company/garber-automotive-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,3588,1907,Saginaw,Michigan,United States,https://www.garberauto.com
Phillips & Temro Industries,phillipsandtemro.com,https://www.linkedin.com/company/phillips-and-temro-industries,Motor Vehicle Manufacturing,Privately Held,501-1000,3587,1920,Eden Prairie,Minnesota,United States,https://www.phillipsandtemro.com
Jacobs Vehicle Systems,cummins.tech,https://www.linkedin.com/company/jacobs-vehicle-systems,Motor Vehicle Manufacturing,Public Company,501-1000,3580,-,Bloomfield,Connecticut,United States,https://cummins.tech/m6rtix
Pacific Manufacturing Ohio,pacific-ind.com,https://www.linkedin.com/company/pacific-manufacturing-ohio,Motor Vehicle Manufacturing,Public Company,501-1000,3547,1988,Hamilton,-,United States,https://www.pacific-ind.com
American Tire Depot,americantiredepot.com,https://www.linkedin.com/company/american-tire-depot,Automotive,Privately Held,1001-5000,3529,1991,La Mirada,California,United States,https://www.americantiredepot.com
Daimay Automotive Interior,daimay.com,https://www.linkedin.com/company/daimay-automotive-interior,Motor Vehicle Manufacturing,Public Company,1001-5000,3528,-,Redford,Michigan,United States,https://en.daimay.com
Ecoplastic America Corporation,ecoplasticamerica.com,https://www.linkedin.com/company/ecoplastic-america,Motor Vehicle Parts Manufacturing,Public Company,501-1000,3524,1966,Register,Georgia,United States,https://ecoplasticamerica.com
Schrader Performance Sensors,schradersensors.com,https://www.linkedin.com/company/schraderperformance,Motor Vehicle Manufacturing,Public Company,1001-5000,3511,-,Troy,Michigan,United States,https://www.schradersensors.com
Haering Precision USA LP,haering.com,https://www.linkedin.com/company/haering,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,3504,1961,Lavonia,Georgia,United States,https://www.haering.com
All Roads,allroads.com,https://www.linkedin.com/company/all-roads-company,Motor Vehicle Manufacturing,Privately Held,1001-5000,3486,1917,Dundalk,Maryland,United States,https://allroads.com
Tiercon,tiercon.com,https://www.linkedin.com/company/tiercon,Automotive,Privately Held,501-1000,3494,-,Stoney Creek,Ontario,Canada,https://www.tiercon.com
Atlantic Tool & Die Company,atlantictool.com,https://www.linkedin.com/company/atlantic-tool-&-die-co,Motor Vehicle Manufacturing,Privately Held,501-1000,3449,1937,Strongsville,Ohio,United States,https://atlantictool.com
Fox Rent-A-Car,foxrentacar.com,https://www.linkedin.com/company/fox-rent-a-car,Motor Vehicle Manufacturing,Privately Held,501-1000,3428,1989,Los Angeles,California,United States,https://www.foxrentacar.com
AUO Mobility Solutions Corporation America,auo.com,https://www.linkedin.com/company/auo-america,Motor Vehicle Parts Manufacturing,Public Company,10001+,3415,1996,Farmington,Michigan,United States,https://www.auo.com/en-global/solutions/index/mobility
"ADVICS Manufacturing Ohio, Inc.",advics-ohio.com,https://www.linkedin.com/company/advics-manufacturing-ohio-inc-,Motor Vehicle Manufacturing,Public Company,501-1000,3414,-,Lebanon,Ohio,United States,https://www.advics-ohio.com
CarShield,getcarshield.com,https://www.linkedin.com/company/carshield,Motor Vehicle Manufacturing,Privately Held,1001-5000,3409,2005,Ofallon,Missouri,United States,https://getcarshield.com/linkedin
Discount Car & Truck Rentals,discountcar.com,https://www.linkedin.com/company/discount-car-and-truck-rental,Motor Vehicle Manufacturing,Privately Held,1001-5000,3400,1980,Toronto,Ontario,Canada,https://www.discountcar.com
Soapy Joe's Car Wash,soapyjoescarwash.com,https://www.linkedin.com/company/soapy-joes-car-wash,Motor Vehicle Manufacturing,Privately Held,501-1000,3399,2011,Santee,California,United States,https://soapyjoescarwash.com
AEW Automotive Inc.,aew.cn,https://www.linkedin.com/company/aew-automotive-inc,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,3385,1999,Farmington Hills,Michigan,United States,https://www.aew.cn
Premier Automotive,premierautomotive.com,https://www.linkedin.com/company/premierautomotivegroup,Automotive,Privately Held,1001-5000,3364,1995,New Orleans,-,United States,https://www.premierautomotive.com
DBG Limited,dbgcanada.com,https://www.linkedin.com/company/dbglimited,Motor Vehicle Manufacturing,Privately Held,501-1000,3354,-,Mississauga,Ontario,Canada,https://dbggroup.com
Schumacher Automotive Group,schumacherauto.com,https://www.linkedin.com/company/schumacher-auto-group,Motor Vehicle Manufacturing,Self-Owned,501-1000,3359,1971,West Palm Beach,Florida,United States,https://www.schumacherauto.com
DBG Limited,-,https://www.linkedin.com/company/dbgcanada.com,Motor Vehicle Manufacturing,Privately Held,501-1000,3345,-,Mississauga,Ontario L4W,Canada,https://dbggroup.com
Wells Vehicle Electronics,wellsve.com,https://www.linkedin.com/company/wells-vehicle-electronics,Motor Vehicle Manufacturing,Privately Held,501-1000,3312,1903,Fond Du Lac,Wisconsin,United States,https://www.wellsve.com
Yamaha Golf Car,yamahagolfcar.com,https://www.linkedin.com/company/yamaha-golf-car,Motor Vehicle Manufacturing,Public Company,10001+,3299,1979,Kennesaw,Georgia,United States,https://yamahagolfcar.com
"Prestolite Electric, Leece-Neville North America",prestolite.com,https://www.linkedin.com/company/prestolite-electric-north-america,Motor Vehicle Manufacturing,Privately Held,501-1000,3296,1904,Novi,Michigan,United States,https://www.prestolite.com
Us Auto Sales,usautosales.info,https://www.linkedin.com/company/us-auto-sales,Motor Vehicle Manufacturing,Privately Held,501-1000,3288,-,Duluth,Georgia,United States,https://www.usautosales.info
Cavender Auto Family,cavendercareers.com,https://www.linkedin.com/company/cavender-careers---cavender-auto-family,Motor Vehicle Manufacturing,Privately Held,1001-5000,3275,1939,San Antonio,Texas,United States,https://www.cavendercareers.com
#1 Cochran,cochran.com,https://www.linkedin.com/company/numberonecochran,Motor Vehicle Manufacturing,Privately Held,1001-5000,3267,1965,Monroeville,Pennsylvania,United States,https://www.cochran.com
Cequent Performance Products,cequentgroup.com,https://www.linkedin.com/company/cequent-consumer-products,Motor Vehicle Manufacturing,Public Company,1001-5000,3267,1911,Plymouth,Michigan,United States,https://www.cequentgroup.com
Curt Group,curtgroup.com,https://www.linkedin.com/company/curt-group,Automotive,Public Company,1001-5000,3248,1993,Eau Claire,Wisconsin,United States,https://www.curtgroup.com
GEDIA North America,gedia.com,https://www.linkedin.com/company/gedianorthamerica,Automotive,Public Company,1001-5000,3239,1910,Dalton,Georgia,United States,https://www.gedia.com
Earnhardt Auto Centers,nobull.com,https://www.linkedin.com/company/earnhardt-auto-centers,Motor Vehicle Manufacturing,Privately Held,1001-5000,3231,1951,Chandler,Arizona,United States,https://www.nobull.com
"Honda Manufacturing Of Alabama, Llc",hondaalabama.com,https://www.linkedin.com/company/honda-manufacturing-of-alabama-llc,Motor Vehicle Manufacturing,Public Company,5001-10000,3228,2001,Lincoln,Alabama,United States,https://www.hondaalabama.com/our-company
Vive Collision,vivecollision.com,https://www.linkedin.com/company/vive-collision,Motor Vehicle Manufacturing,Privately Held,1001-5000,3228,2021,New York,New York,United States,https://www.vivecollision.com
Woodhouse Auto Family,woodhouse.com,https://www.linkedin.com/company/woodhouse-auto-family,Automotive,Privately Held,1001-5000,3221,1975,Omaha,Nebraska,United States,https://www.woodhouse.com/careers
NUCAP Brakes,nucap.com,https://www.linkedin.com/company/nucap-technologies,Automotive,Privately Held,501-1000,3219,1994,Toronto,Ontario,Canada,https://www.nucap.com
Wabco North America,wabco-na.com,https://www.linkedin.com/company/wabco-na,Automotive,Public Company,501-1000,3214,1990,Auburn Hills,Michigan,United States,https://wabco-na.com
Spartan Light Metal Products,spartanlmp.com,https://www.linkedin.com/company/spartan-light-metal-products,Motor Vehicle Manufacturing,Privately Held,501-1000,3213,1961,St. Louis,Missouri,United States,https://www.spartanlmp.com
Mobex Global,mobexglobal.com,https://www.linkedin.com/company/mobex-global,Motor Vehicle Manufacturing,Privately Held,1001-5000,3191,1997,Southfield,Michigan,United States,https://mobexglobal.com
Daimler Buses North America Alums And Fans,daimler.com,https://www.linkedin.com/company/daimler-buses-north-america,Motor Vehicle Manufacturing,Public Company,1001-5000,3181,-,Greensboro,North Carolina,United States,https://info.daimler.com
Balise Motor Sales,baliseauto.com,https://www.linkedin.com/company/baliseauto,Automotive,Privately Held,1001-5000,3178,1919,West Springfield,Massachusetts,United States,https://www.baliseauto.com
Schrader Tpms Solutions,schradertpms.com,https://www.linkedin.com/company/schrader-tpms-solutions,Motor Vehicle Manufacturing,Public Company,1001-5000,3160,1844,Troy,Michigan,United States,https://www.schradertpms.com
Proper Group International,propergroupintl.com,https://www.linkedin.com/company/proper-group-international,Automotive,Privately Held,501-1000,3108,1971,Warren,Michigan,United States,https://propergroupintl.com
Westport Axle,westportaxle.com,https://www.linkedin.com/company/westport-axle,Motor Vehicle Manufacturing,Public Company,501-1000,3107,-,Louisville,Kentucky,United States,https://www.westportaxle.com
"Y-tec Keylex Toyotetsu Alabama, Inc. (YKTA)",yktal.com,https://www.linkedin.com/company/ykta,Motor Vehicle Manufacturing,Privately Held,501-1000,3092,2019,Madison,Alabama,United States,https://yktal.com
Nummi,nummi.com,https://www.linkedin.com/company/nummi,Automotive,Privately Held,1001-5000,3085,1984,Fremont,California,United States,https://www.nummi.com
Gsp - The Americas,gspnorthamerica.com,https://www.linkedin.com/company/gsp-americas,Motor Vehicle Manufacturing,Public Company,1001-5000,3055,1985,Spartanburg,South Carolina,United States,https://www.gspnorthamerica.com
Principle Auto Group,principleauto.com,https://www.linkedin.com/company/principle-auto,Motor Vehicle Manufacturing,Privately Held,501-1000,3042,2014,San Antonio,Texas,United States,https://www.principleauto.com
Schomp Automotive Group,schomp.com,https://www.linkedin.com/company/schomp-auto,Automotive,Public Company,501-1000,3027,1941,Highlands Ranch,Colorado,United States,https://www.schomp.com
Crown Automotive Group,crownauto.com,https://www.linkedin.com/company/crown-automotive,Motor Vehicle Manufacturing,Public Company,5001-10000,3020,-,Greensboro,North Carolina,United States,https://www.crownauto.com
"Neaton Auto Products, Mfg, Inc.",neaton.com,https://www.linkedin.com/company/neaton-auto-products-mfg.-inc.,Motor Vehicle Manufacturing,Privately Held,501-1000,3013,1984,Eaton,Ohio,United States,https://www.neaton.com
Dayton Parts Driven By Dorman,daytonparts.com,https://www.linkedin.com/company/dayton-parts-llc,Motor Vehicle Manufacturing,Public Company,1001-5000,2995,1922,Shiremanstown,Pennsylvania,United States,https://www.daytonparts.com
Open Road Auto Group,openroad.com,https://www.linkedin.com/company/open-road-auto-group,Automotive,Privately Held,1001-5000,2994,-,Bridgewater,New Jersey,United States,https://openroad.com
Integrated Manufacturing & Assembly A Lear Corporation Joint Venture,comerholdings.com,https://www.linkedin.com/company/integrated-manufacturing-assembly-a-lear-corporation-joint-venture,Automotive,Privately Held,1001-5000,2988,-,Detroit,Michigan,United States,https://careers.comerholdings.com
Lund International,lundinternational.com,https://www.linkedin.com/company/lund-international,Automotive,Privately Held,501-1000,2976,-,Buford,Georgia,United States,https://www.lundinternational.com
Basil Family Dealerships,basilcars.com,https://www.linkedin.com/company/basil-family-of-dealerships,Automotive,Privately Held,501-1000,2971,1953,Orchard Park,New York,United States,https://basilcars.com
Lehr,lehr.com,https://www.linkedin.com/company/lehr-auto,Motor Vehicle Manufacturing,Privately Held,501-1000,2962,1945,Anaheim,California,United States,https://www.lehr.com
Cardington Yutaka Technologies,yutakatech.com,https://www.linkedin.com/company/cardington-yutaka-technologies,Motor Vehicle Manufacturing,Privately Held,501-1000,2946,-,Cardington,Ohio,United States,https://www.yutakatech.com
"Jd Norman Industries, Inc",jdnorman.com,https://www.linkedin.com/company/jd-norman-industries,Automotive,Privately Held,1001-5000,2946,2004,Addison,Illinois,United States,https://www.jdnorman.com
"Grease Monkey International, Llc",greasemonkeyintl.com,https://www.linkedin.com/company/grease-monkey-international-inc-,Motor Vehicle Manufacturing,Privately Held,1001-5000,2938,1978,Greenwood Village,Colorado,United States,https://www.greasemonkeyintl.com
Blue Beacon Truck Washes,bluebeacon.com,https://www.linkedin.com/company/blue-beacon-truck-washes,Motor Vehicle Manufacturing,Privately Held,1001-5000,2927,1973,Salina,Kansas,United States,https://bluebeacon.com
Sl Tennessee,sl-america.com,https://www.linkedin.com/company/sl-tennessee,Motor Vehicle Manufacturing,Privately Held,1001-5000,2914,2001,Clinton,-,United States,https://www.sl-america.com
Us Autoforce A Division Of Us Venture Dba Tire\'s Warehouse,usventure.com,https://www.linkedin.com/company/tires-warehouse-incorporated,Motor Vehicle Manufacturing,Privately Held,501-1000,2891,1969,Corona,California,United States,https://careers.usventure.com/us/en/tw
Gateway One Lending & Finance,gatewayonelending.com,https://www.linkedin.com/company/gateway-one-lending-&-finance,Motor Vehicle Manufacturing,Public Company,501-1000,2891,2007,Anaheim,California,United States,https://www.gatewayonelending.com
Blue Arc Ev,bluearcev.com,https://www.linkedin.com/company/blue-arc-ev-solutions,Motor Vehicle Manufacturing,Public Company,1001-5000,2884,-,Plymouth,Michigan,United States,https://bluearcev.com
Trialon Corporation,element.com,https://www.linkedin.com/company/trialon-corporation,Automotive,Privately Held,501-1000,2882,1982,Burton,Michigan,United States,https://www.element.com/landing/ctm-trialon-is-now-element
Quirk Auto Dealers,quirkcars.com,https://www.linkedin.com/company/quirk-auto-dealers,Motor Vehicle Manufacturing,Privately Held,501-1000,2875,-,Braintree,Massachusetts,United States,https://www.quirkcars.com
"Fehrer Automotive, NA",fehrer.com,https://www.linkedin.com/company/fehrer-automotive-na,Automotive,Privately Held,501-1000,2869,1999,Duncan,South Carolina,United States,https://www.fehrer.com
Bannister Automotive Group,bannisters.com,https://www.linkedin.com/company/bannisterautogroup,Motor Vehicle Manufacturing,Privately Held,1001-5000,2865,1979,Kelowna,British Columbia,Canada,https://bannisters.com
Nalley Automotive Group,nalleycars.com,https://www.linkedin.com/company/nalley-automotive-group,Automotive,Public Company,501-1000,2830,-,Decatur,Georgia,United States,https://www.nalleycars.com
Thai Summit America,thaisummit.us,https://www.linkedin.com/company/thai-summit-america,Motor Vehicle Manufacturing,Privately Held,501-1000,2825,1987,Howell,Michigan,United States,https://www.thaisummit.us
ALM Automotive Group,almcars.com,https://www.linkedin.com/company/almcars,Motor Vehicle Manufacturing,Privately Held,501-1000,2816,2006,Norcross,Georgia,United States,https://www.almcars.com
Fenix Parts,fenixparts.com,https://www.linkedin.com/company/fenix-parts,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,2797,2015,Hurst,Texas,United States,https://www.fenixparts.com
Sunroad Enterprises,sunroadenterprises.com,https://www.linkedin.com/company/sunroad-enterprises,Motor Vehicle Manufacturing,Privately Held,1001-5000,2783,1977,San Diego,California,United States,https://www.sunroadenterprises.com
Boyd Autobody & Glass,boydautobody.com,https://www.linkedin.com/company/boydautobody,Motor Vehicle Manufacturing,Public Company,1001-5000,2782,-,Winnipeg,Manitoba,Canada,https://www.boydautobody.com
Rhythm Automotive,thk-rhythm-auto.com,https://www.linkedin.com/company/thk-rhythm-automotive,Motor Vehicle Manufacturing,Public Company,1001-5000,2777,-,St. Catharines,Ontario,Canada,https://www.thk-rhythm-auto.com
Sewell Bmw Mini Of Plano,bmwofplano.com,https://www.linkedin.com/company/sewellbmwminiplano,Automotive,Privately Held,1001-5000,2721,1911,Plano,Texas,United States,https://www.bmwofplano.com
