segment,name,domain,linkedin,naics,is_mfg,about,source
Bobcat-like,Andamios Atlas,andamiosatlas.com,https://www.linkedin.com/company/andamios-atlas,"532490,423830,423120",False,"Andamios Atlas es la compañía líder en sistemas de andamiaje, apuntalamiento y encofrado de muros y columnas.   Durante 58 años, Andamios Atlas se h",AI Ark lookalike + NAICS filter
Bobcat-like,Corona,coronatools.com,https://www.linkedin.com/company/coronatools,-,False,"Since our beginnings in the orange groves of Southern California in 1928, Corona® Tools has been manufacturing quality hand tools for home growers, la",AI Ark lookalike + NAICS filter
Bobcat-like,Toyota Material Handling,toyotaforklift.com,https://www.linkedin.com/company/toyota-material-handling,"423830,333924,811310",True,"Toyota Material Handling offers a full line of material handling products proudly assembled in the United States, including forklifts, reach trucks, o",AI Ark lookalike + NAICS filter
Bobcat-like,Alta Equipment Company,altg.com,https://www.linkedin.com/company/altaequipmentcompany,"532490,423830,423810",False,"Alta Equipment Company is a leading provider of industrial forklifts, heavy construction equipment and warehouse solutions in the Midwest.   Our core ",AI Ark lookalike + NAICS filter
Bobcat-like,Allied Systems Company,alliedsystems.com,https://www.linkedin.com/company/allied-systems,"333120,333923,333924,532490",True,"Allied Systems Company was founded in 1976 as a fabricator of material handling equipment for the wood products industry. Since that time, Allied has ",AI Ark lookalike + NAICS filter
Bobcat-like,CERTEX USA,certex.com,https://www.linkedin.com/company/certex-usa,"423830,332618,459999",True,"For over 50 years, CERTEX USA has been the trusted leader in rigging supplies, lifting products, and safety solutions—delivering unmatched quality and",AI Ark lookalike + NAICS filter
Bobcat-like,Ahern Rentals,ahern.com,https://www.linkedin.com/company/ahern-rentals,"532412,532490,532289",False,"Ahern Rentals is the largest independently owned rental company in the United States and is the 7th largest combined. Ahern is based out of Las Vegas,",AI Ark lookalike + NAICS filter
Bobcat-like,The Home Depot Rental,compactpowerrents.com,https://www.linkedin.com/company/thehomedepotrental,"532310,423810,532412",False,"The Home Depot® Rental is your one-stop shop for all your jobsite or home improvement needs. Rent tools, trucks and large equipment from our well-stoc",AI Ark lookalike + NAICS filter
Bobcat-like,Hunter Engineering Company,hunter.com,https://www.linkedin.com/company/hunter-engineering,"811114,423120,541330,336340",True,"Hunter Engineering Company is a global leader in automotive service equipment, offering state-of-the-art wheel alignment systems, wheel balancers, tir",AI Ark lookalike + NAICS filter
Bobcat-like,Navistar Inc,navistar.com,https://www.linkedin.com/company/navistar-inc,"336120,336110,336211",True,"We were Navistar, but we are getting back to our roots as International. Follow us at International and join us on the road ahead.",AI Ark lookalike + NAICS filter
Bobcat-like,Toromont Cat,toromontcat.com,https://www.linkedin.com/company/toromont-cat,"423810,423430,532412",False,"Toromont Cat est le concessionnaire Caterpillar autorisé au Manitoba, en Ontario, au Québec, au Nouveau-Brunswick, en Nouvelle-Écosse, à l’Île-du-Prin",AI Ark lookalike + NAICS filter
Bobcat-like,WesTrac Cat,westrac.com.au,https://www.linkedin.com/company/westrac,"423830,423810,532412",False,"As one of the largest authorised Cat equipment dealers in the world, WesTrac provides customers with a wide range of machinery and construction equipm",AI Ark lookalike + NAICS filter
Bobcat-like,Husqvarna Group,husqvarnagroup.com,https://www.linkedin.com/company/husqvarnagroup,-,False,"Husqvarna Group is a global leading producer of outdoor power products for forest, park and garden care. Sustainability is integrated into our busines",AI Ark lookalike + NAICS filter
Bobcat-like,Ingersoll Rand,irco.com,https://www.linkedin.com/company/ingersoll-rand,"999990,423830,423120,333914",True,"Ingersoll Rand Inc. (NYSE:IR), driven by an entrepreneurial spirit and ownership mindset, is dedicated to Making Life Better for our employees, custom",AI Ark lookalike + NAICS filter
Bobcat-like,Hitachi Construction Machinery (Europe) NV (HCME),hitachicm.eu,https://www.linkedin.com/company/hitachi-construction-machinery-europe-nv,"333120,423830,423810",True,"HCME is a subsidiary of Hitachi Construction Machinery Co., Ltd. and was established in 1972 in Oosterhout, The Netherlands. It is responsible for the",AI Ark lookalike + NAICS filter
Bobcat-like,Ramsey Industries,ramseyindustries.com,https://www.linkedin.com/company/realramseyindustries,-,False,"Ramsey Industries is a leading manufacturer of industrial and commercial winches, service cranes and service truck bodies, and planetary gear drives t",AI Ark lookalike + NAICS filter
Bobcat-like,Linde Material Handling,linde-mh.com,https://www.linkedin.com/company/linde-material-handling,"561499,532490,423830",False,"Linde Material Handling is one of the world's leading manufacturers of forklift trucks and warehouse equipment. In Europe, the company is the market l",AI Ark lookalike + NAICS filter
Bobcat-like,Haldex,haldex.com,https://www.linkedin.com/company/haldex,"561499,336390,423120",True,"Haldex is a leading manufacturer of reliable and innovative brake systems and air suspension solutions that enhance the safety, dynamics and durabilit",AI Ark lookalike + NAICS filter
Bobcat-like,Flexicon Corporation,flexicon.com,https://www.linkedin.com/company/flexicon-corporation,"423830,333922,541330",True,"Flexicon has been a world leader in the design and manufacture of reliable, high performance bulk handling equipment, custom-engineered and integrated",AI Ark lookalike + NAICS filter
Bobcat-like,Ditch Witch,ditchwitch.com,https://www.linkedin.com/company/ditch-witch,"423810,332812,423120",True,"Anyone who has ever visited our factory in Perry, Oklahoma, has heard us say it: ""We bleed orange.""​ But what does it mean?  It has something to do ",AI Ark lookalike + NAICS filter
Bobcat-like,Cramo Sverige,cramo.se,https://www.linkedin.com/company/cramo-ab,"532490,423810,532412",False,Cramo was founded in year 1953 and is one of Sweden's largest and Europe's second largest companies in the machinery rental industry and rental-relate,AI Ark lookalike + NAICS filter
Bobcat-like,Hitachi Construction Machinery (UK),hitachicm.co.uk,https://www.linkedin.com/company/hitachi-construction-machinery-uk,"423830,532412,423810",False,Hitachi Construction Machinery UK (HCMUK) is a wholly owned subsidiary of Hitachi Construction Machinery Europe and is responsible for the supply of m,AI Ark lookalike + NAICS filter
Bobcat-like,Fenwick-Linde,fenwick-linde.fr,https://www.linkedin.com/company/fenwick-linde,"423830,335999,333248",True,Depuis toujours c'est en écoutant nos clients que Fenwick-Linde crée des solutions innovantes et sur mesure pour répondre à leurs exigences. Leader re,AI Ark lookalike + NAICS filter
Bobcat-like,The COATS Company,coatscompany.com,https://www.linkedin.com/company/coats-company,"423690,423120,333248",True,"Coats is a leading smart repair brand specializing in vehicle maintenance systems, service and data that keep work flowing. ​ ​ We offer a full-shop p",AI Ark lookalike + NAICS filter
Bobcat-like,FAST Global Solutions. Inc.,fastsolutions.com,https://www.linkedin.com/company/fastglobalsolutions,"333111,333924,333993,336413",True,"At FAST Global Solutions, our purpose is to deliver winning solutions that help our customers, communities and employees thrive. Originally known as W",AI Ark lookalike + NAICS filter
Bobcat-like,United Rentals,unitedrentals.com,https://www.linkedin.com/company/united-rentals,"532310,532412,444140",False,"United Rentals is the world’s largest equipment rental company, helping customers safely build, maintain and respond across construction, industrial, ",AI Ark lookalike + NAICS filter
Bobcat-like,Tractor & Equipment Company,tec1943.com,https://www.linkedin.com/company/tractor-&-equipment-company,"423810,423820,532412",False,"Tractor & Equipment Company was originally founded in 1943 in Birmingham, Alabama and has since grown to the largest Komatsu dealer in North America. ",AI Ark lookalike + NAICS filter
Bobcat-like,Jungheinrich AG,jungheinrich.com,https://www.linkedin.com/company/jungheinrich-ag,"423450,621111,541618",False,"Jungheinrich inspires, influences and shapes the world of material handling, and has been for more than 70 years. We don't just want to identify the l",AI Ark lookalike + NAICS filter
Bobcat-like,Techtronic Industries EMEA,ttigroup.com,https://www.linkedin.com/company/techtronic-industries-emea-ltd,"424990,423720,423990",False,"Techtronic Industries EMEA is a rapidly expanding global leader in Power Tools, Accessories, Hand Tools, Outdoor Power Equipment, and Floor Care Appli",AI Ark lookalike + NAICS filter
Bobcat-like,Manitou across the world,bitly.com,https://www.linkedin.com/company/manitouworld,-,False,"Founded over 60 years ago by the Braud family, Manitou now operates worldwide. A world-leader in all-terrain material handling, Manitou designs, manuf",AI Ark lookalike + NAICS filter
Bobcat-like,"Apex Tool Group, LLC",apextoolgroup.com,https://www.linkedin.com/company/apex-tool-group-llc,"333991,423830,332216,423710",True,"Forging Our Future Success. Together.  At Apex Tool Group, we strive to ensure a positive career experience for all associates, from all different bac",AI Ark lookalike + NAICS filter
Bobcat-like,JPW Industries,jpwindustries.com,https://www.linkedin.com/company/jpw-industries,"423840,423830,332216,333248",True,"Built to outperform, JPW has leading brands with industrial products that users demand. We have brands that users trust, and brands that users rely on",AI Ark lookalike + NAICS filter
Bobcat-like,Komatsu Mining,mining.komatsu,https://www.linkedin.com/company/komatsu-mining,"212220,541330,333131",True,"Komatsu develops and supplies technologies, equipment and services for the construction, mining, forklift, industrial and forestry markets. For more t",AI Ark lookalike + NAICS filter
Bobcat-like,SEW Eurodrive,sew-eurodrive.de,https://www.linkedin.com/company/sew-eurodrive,"238290,423840,335312,541330",True,"We move the world! What does this mean? Innumerable conveyor belts, bottling plants, gravel plants, your luggage at the airport, and many more applica",AI Ark lookalike + NAICS filter
Bobcat-like,"Dearborn Mid-West Company, LLC",dmwcc.com,https://www.linkedin.com/company/dearbornmidwestcompany,"333922,423830,333923",True,"Dearborn Mid-West Company is among the most recognized and respected full service material handling companies worldwide.  Since 1947, DMW has provided",AI Ark lookalike + NAICS filter
Bobcat-like,Skyjack Inc.,skyjack.com,https://www.linkedin.com/company/skyjack,"333923,423830,811310,532412",True,"Skyjack proudly provides quality engineered, simple and reliable access and material handling equipment globally, so that companies can maximize utili",AI Ark lookalike + NAICS filter
Bobcat-like,Collé Rental & Sales,colle.eu,https://www.linkedin.com/company/colle-official,"532490,532412",False,"Collé Rental & Sales, with branches in the Netherlands (Sittard, Utrecht, Rotterdam, Eindhoven, Groningen, Eemshaven), Germany (Augsburg, Berlin, Brem",AI Ark lookalike + NAICS filter
Bobcat-like,"MAT Holdings, Inc.",matholdingsinc.com,https://www.linkedin.com/company/mat-holdings-inc-,"811192,336390,333112,238290",True,"Since 1984, MAT Holdings, Inc. has been a diverse, privately-held organization specializing in the engineering, manufacturing, and distribution of hig",AI Ark lookalike + NAICS filter
Bobcat-like,CGT S.p.A.,cgt.it,https://www.linkedin.com/company/cgt,"333120,423830,541618",True,"CGT, Compagnia Generale Trattori, has been operating  for more than 80 years. A market leader in Italy, it offers fully integrated services to industr",AI Ark lookalike + NAICS filter
Bobcat-like,"Beiqi Foton Motor Co., Ltd.",foton.com.cn,https://www.linkedin.com/company/beiqi-foton-motor-co-ltd-,"441110,811111,441330",False,"Beiqi Foton Motor is a automotive company based out of BEIJING. Beiqi Foton Motor representatives, don’t miss out on opportunities to build relationsh",AI Ark lookalike + NAICS filter
Bobcat-like,CPM,onecpm.com,https://www.linkedin.com/company/cpm-holdings-inc,"423830,333248,333998",True,"From the food you eat to the fuels you require, CPM plays an important role in building a more efficient and sustainable world. Our experienced team a",AI Ark lookalike + NAICS filter
Bobcat-like,Premier Tech,premiertech.com,https://www.linkedin.com/company/premier-tech,"519290,541611",False,Premier Tech is all about making a difference by connecting People and Technologies for now 100 years.    6 100 team members in 31 countries working a,AI Ark lookalike + NAICS filter
Bobcat-like,Global Power Components,globalpowercomponents.com,https://www.linkedin.com/company/globalpowercomponents,"335312,339999,332313",True,"Global Power Components has been manufacturing power generation accessories since 1996. We offer competitive pricing, quality products, on time delive",AI Ark lookalike + NAICS filter
Bobcat-like,MTD Products,mtdparts.com,https://www.linkedin.com/company/mtd-products,"444230,423820",False,"Founded in 1932, MTD Products is a leader in outdoor power equipment headquartered near Cleveland, Ohio. Our engineering expertise and state-of-the-ar",AI Ark lookalike + NAICS filter
Bobcat-like,Huisman,huismanequipment.com,https://www.linkedin.com/company/huisman,"333132,333248,811412",True,"We are Huisman. We design, manufacture and service heavy lifting and handling equipment for the world’s leading companies in the renewable energy, oil",AI Ark lookalike + NAICS filter
Bobcat-like,ENCO,enco-loc.com,https://www.linkedin.com/company/enco-location,"541715,423830,424990",False,"ENCO est une entreprise spécialisée dans la location de matériels, avec ou sans conducteur, pour travaux publics, carrières, levage, industries, mines",AI Ark lookalike + NAICS filter
Bobcat-like,Briggs & Stratton,basco.com,https://www.linkedin.com/company/briggs-&-stratton,"423830,811310,221118",False,"Briggs & Stratton, headquartered in Milwaukee, Wisconsin, provides innovative products and diverse power solutions to help people get work done. Brigg",AI Ark lookalike + NAICS filter
Bobcat-like,Snap-on Business Solutions,snapon.com,https://www.linkedin.com/company/snap-on-business-solutions,"513210,541512,811210,518210",False,"Snap-on Business Solutions (SBS) is a part of Snap-on Incorporated’s Repair Systems & Information Group.   SBS is based in Richfield, Ohio. We are f",AI Ark lookalike + NAICS filter
Bobcat-like,TOBROCO-GIANT,tobroco-giant.com,https://www.linkedin.com/company/tobroco-machines,"333120,423830,423810",True,"For 25 years, TOBROCO-GIANT has been a multi-industry global manufacturer of a broad range of capital goods, driving change by delivering reliable, cu",AI Ark lookalike + NAICS filter
Bobcat-like,OGNIBENE POWER SpA,ognibene.com,https://www.linkedin.com/company/ognibene-power-spa,"333111,333996,333995",True,Ognibene Power is a leading manufacturer of components for hydraulic steering systems (hydraulic cylinders and hydraulic steering) that has been activ,AI Ark lookalike + NAICS filter
Bobcat-like,KIOTI Tractor,kioti.com,https://www.linkedin.com/company/kioti-tractor,"333111,532490,423820",True,"KIOTI Tractor - Daedong-USA, Inc. is the U.S. subsidiary of Daedong Industrial Co., Ltd. specializing in the manufacturing and distribution of high qu",AI Ark lookalike + NAICS filter
Bobcat-like,Environmental Solutions Group,doveresg.com,https://www.linkedin.com/company/environmental-solutions-group,"423830,562212,562920",False,"Environmental Solutions Group, a pioneering force in the solid-waste industry, is known for its integrated approach and seamless collaboration among i",AI Ark lookalike + NAICS filter
Bobcat-like,"Dobbs Equipment, LLC",dobbsequipment.com,https://www.linkedin.com/company/dobbs-equipment-llc,"423810,423440,532412",False,"Dobbs Equipment offers a full range of products, parts, and service tailored to meet the unique needs of the construction industry. Specializing in th",AI Ark lookalike + NAICS filter
Bobcat-like,CNH de México,cnhmexico.com.mx,https://www.linkedin.com/company/cnhdemexico,"333111,811412,423820",True,"La compañía es uno de los principales proveedores de tractores agrícolas en México. CNH de México fabrica, ensambla, comercializa y distribuye tractor",AI Ark lookalike + NAICS filter
Bobcat-like,Warner Electric,warnerelectric.com,https://www.linkedin.com/company/warner-electric,"336350,336390,333613",True,"Founded in 1927, Warner Electric has grown to become a global leader in the development of innovative electromagnetic clutch & brake solutions. Warner",AI Ark lookalike + NAICS filter
Bobcat-like,Kraakman BV,kraakman.com,https://www.linkedin.com/company/kraakmanbv,"523150,423830,423810,423820",False,Kraakman BV is dé John Deere dealer van Nederland. Met meer dan 500 medewerkers verdeeld over 27 vestigingen staan wij altijd en overal voor onze klan,AI Ark lookalike + NAICS filter
Bobcat-like,Snap-on,snapon.com,https://www.linkedin.com/company/snap-on,"441110,333998",True,"Snap-on Incorporated is a leading global innovator, manufacturer, and marketer of tools, equipment, diagnostics, repair information and systems soluti",AI Ark lookalike + NAICS filter
Bobcat-like,Aebi Schmidt USA,aebi-schmidt.com,https://www.linkedin.com/company/aebi-schmidt-usa,"423830,811310,423820",False,The Aebi Schmidt Group is a global leader in intelligent solutions for customers who care for clean and safe infrastructure and cultivate challenging ,AI Ark lookalike + NAICS filter
Bobcat-like,DELTA SERVICE LOCATION,dsl.fr,https://www.linkedin.com/company/delta-service-location,"423830,541330,333310",True,"For more than 40 years, Delta Service Location has provided equipment rental and offered turnkey services for: - the supply of temporary energy (gener",AI Ark lookalike + NAICS filter
Bobcat-like,VMI Group,vmi-group.com,https://www.linkedin.com/company/vmi-holland-bv,"423130,326211,326299",True,People feel a real pride when they create technical innovations that keep manufacturers ahead in their markets. That’s the passion behind the VMI Grou,AI Ark lookalike + NAICS filter
Bobcat-like,"Hitachi High-Tech America, Inc.",hitachi-hightech.com,https://www.linkedin.com/company/hitachi-high-tech-america-inc,"423690,561499,334516,334519",True,"Hitachi High-Tech America, Inc. (""HTA""​) is a privately-owned global affiliate company that operates within the Hitachi Group Companies. HTA sells and",AI Ark lookalike + NAICS filter
Bobcat-like,CLAAS,claas.ru,https://www.linkedin.com/company/claas,"333111,423820,333998",True,"CLAAS is one of the world’s leading manufacturers of agricultural engineering equipment. Our modern harvesters, tractors, balers and farming informati",AI Ark lookalike + NAICS filter
Bobcat-like,Tenova,tenova.com,https://www.linkedin.com/company/tenova,"333519,331410,423510",True,"Tenova, a Techint Group company, is your  worldwide partner for sustainable, innovative and reliable solutions in the metals and – through the well-kn",AI Ark lookalike + NAICS filter
Bobcat-like,Cooper Machinery Services,cooperservices.com,https://www.linkedin.com/company/cooper-machinery-services,"332112,423830,333517",True,"Cooper Machinery Services provides natural gas compression equipment and services to customers globally in the Oil & Gas, Power, Transportation, and M",AI Ark lookalike + NAICS filter
Bobcat-like,J. de Jonge Group B.V.,jdejonge.com,https://www.linkedin.com/company/jdejongegroup,"221320,541330",False,"Creating The Next-Gen Industry Since 1954, J de Jonge has been a trusted leader in EPC contracting, manufacturing and servicing. The company specializ",AI Ark lookalike + NAICS filter
Bobcat-like,SGB | HÜNNEBECK Brand France,brandfrance.fr,https://www.linkedin.com/company/brand-france,221118,False,"Brand France est la filiale française du groupe Brand Energy & Infrastructure Services, récemment associée avec l’entreprise Safway.   Les priorités d",AI Ark lookalike + NAICS filter
Bobcat-like,TICO (Terminal Investment Corporation),ticotractors.com,https://www.linkedin.com/company/tico-terminal-services-terminal-investment-corporation-,"423830,423810,423820",False,"TICO is mission driven to be the most respected provider of equipment and services in the port, terminal, distribution, logistics, and intermodal spac",AI Ark lookalike + NAICS filter
Bobcat-like,Komatsu México,komatsulatinoamerica.com,https://www.linkedin.com/company/komatsu-méxico,"423840,423830,424990",False,"Komatsu es una empresa japonesa orientada a la fabricación de equipos y suministros para la industria minera, construcción y forestal. Komatsu cuenta ",AI Ark lookalike + NAICS filter
Bobcat-like,Hol-Mac Corp.,hol-mac.com,https://www.linkedin.com/company/hol-mac-corp-,"333111,333995,333120,333248",True,"Founded in 1963 by Charles B. Holder, Jr., Hol-Mac Corporation is proud to serve Original Equipment Manufacturers as a major supplier of steel fabrica",AI Ark lookalike + NAICS filter
Bobcat-like,Terex Corporation,terex.com,https://www.linkedin.com/company/terex,"333120,333924,333998,423810",True,"Terex Corporation is a global leader in specialized equipment solutions, serving essential sectors such as emergency services, waste and recycling, ut",AI Ark lookalike + NAICS filter
Bobcat-like,Bolzoni Group,bolzonigroup.com,https://www.linkedin.com/company/bolzoni-auramo-meyer,"423830,423710,424990",False,"For over 80 years, we’ve helped companies worldwide make their material handling operations more efficient, safer and more sustainable with the market",AI Ark lookalike + NAICS filter
Bobcat-like,Nebraska Machinery Company,nmccat.com,https://www.linkedin.com/company/nmc-cat,"423830,423810,811310",False,Nebraska Machinery Company has served customers with equipment and service solutions since 1938. Our company remains customer-focused by providing a c,AI Ark lookalike + NAICS filter
Bobcat-like,Trevi Group,trevigroup.com,https://www.linkedin.com/company/trevigroup,"237310,551112,541330",False,The Trevi Group is a world leader in the field of underground engineering in the design and marketing of specialized technologies in the sector. Set-u,AI Ark lookalike + NAICS filter
Bobcat-like,GKN Automotive,gknautomotive.com,https://www.linkedin.com/company/gkn-automotive,"423110,336390,423120",True,"On February 3, 2026, Dauch Corporation (formerly American Axle & Manufacturing) acquired Dowlais Group plc and its subsidiaries – GKN Automotive and G",AI Ark lookalike + NAICS filter
Bobcat-like,Vermeer Corporation,vermeer.com,https://www.linkedin.com/company/vermeer-corporation,"541512,541715,332312,331110",True,"Do More At Work, In Life, For Others   As a leading manufacturer of agricultural and industrial equipment, Vermeer relies on a team of more than 4,000",AI Ark lookalike + NAICS filter
Bobcat-like,MADISA CAT,madisa.com,https://www.linkedin.com/company/madisacat,"551112,424720,221210",False,"Empresa líder en México en soluciones integrales de maquinaria y servicios para la minería, construcción, petróleo y gas, sector marítimo, industrial,",AI Ark lookalike + NAICS filter
Bobcat-like,TESYA Group,tesya.com,https://www.linkedin.com/company/tesyagroup,"423830,333924,423820",True,"TESYA Group is an international family of 28 companies and over 4,000 people, united by strong values, a shared vision, and a spirit of local entrepre",AI Ark lookalike + NAICS filter
Bobcat-like,RDO Equipment Co.,rdoequipment.com,https://www.linkedin.com/company/rdo-equipment-co-,"423810,459999,423830,423820",False,"Founded in 1968, RDO Equipment Co. sells and supports intelligently connected agriculture, construction, environmental, irrigation, positioning, and s",AI Ark lookalike + NAICS filter
Bobcat-like,Volvo Construction Equipment,volvoce.com,https://www.linkedin.com/company/volvo-construction-equipment,"423810,541910,541330,333131",True,"Volvo Construction Equipment (Volvo CE) is a global leader in construction solutions, delivering premium products and services that combine power and ",AI Ark lookalike + NAICS filter
Bobcat-like,Zimmer Group,zimmer-group.com,https://www.linkedin.com/company/zimmer-group,"551112,561110,531210,423830",True,"ZIMMER Group is based in Rheinau – Freistett, Germany and is a family-owned and operated company.   Zimmer Group is among leading manufacturers in the",AI Ark lookalike + NAICS filter
